sep=;
TimeStamp;Domain;Severity;Number;Header;Reason;Cause;Action
"9/28/2019 3:54:12 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/28/2019 3:54:09 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/28/2019 4:20:00 AM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/28/2019 4:20:00 AM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/27/2019 4:20:00 AM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/27/2019 4:20:00 AM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/26/2019 9:06:52 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/26/2019 9:06:50 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/26/2019 8:30:03 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/26/2019 8:30:01 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/26/2019 8:25:14 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/26/2019 8:25:10 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/26/2019 2:50:18 PM";"Connected Services";"Info";"176010";"Scheduled Dynamic Info";"Service box/CSE Scheduled Dynamic Information";"";""
"9/26/2019 4:49:53 AM";"Connected Services";"Info";"176010";"Scheduled Dynamic Info";"Service box/CSE Scheduled Dynamic Information";"";""
"9/26/2019 2:20:22 AM";"Connected Services";"Info";"174010";"Scheduled Diagnostic";"Scheduled diagnostic measurement";"";""
"9/26/2019 2:20:05 AM";"Connected Services";"Error";"178416";"Error in controller script of type Prediction";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 1:31:08 PM";"Connected Services";"Warning";"174035";"Repeating alarm temporarily ignored";"Alarm 40661 has occured more than 5 times during the last 1 hour(s) and will be ignored for the next 24 hours (until 9/26/2019 11:30:53 AM or the service box/CSE is restarted)";"";""
"9/25/2019 11:30:24 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 11:30:20 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 11:15:39 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 11:15:37 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 10:50:48 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 10:50:46 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 10:50:16 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 10:50:14 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 10:49:01 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 10:48:58 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 10:17:21 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 10:17:19 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 9:31:48 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 9:31:46 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 9:31:21 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 9:31:18 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 9:30:46 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 9:30:44 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 8:40:39 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 8:40:37 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 7:44:44 AM";"Connected Services";"Info";"176010";"Scheduled Dynamic Info";"Service box/CSE Scheduled Dynamic Information";"";""
"9/25/2019 7:27:14 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 7:27:12 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 7:26:41 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 7:26:39 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 7:19:42 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 7:19:39 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 6:49:58 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 6:49:56 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 6:42:52 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 6:42:49 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 6:26:48 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 6:26:46 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 5:52:11 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 5:52:08 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 5:38:04 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 5:38:02 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 5:11:48 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 5:11:46 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 4:33:18 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 4:33:16 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 4:32:49 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 4:32:46 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 4:20:00 AM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/25/2019 4:20:00 AM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/25/2019 2:56:44 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 2:56:41 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/25/2019 2:48:49 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/25/2019 2:48:46 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/24/2019 4:26:27 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/24/2019 4:26:23 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/24/2019 4:20:00 AM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/24/2019 4:20:00 AM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/24/2019 4:09:00 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/24/2019 4:08:58 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/23/2019 4:46:04 AM";"Connected Services";"Warning";"174035";"Repeating alarm temporarily ignored";"Alarm 40661 has occured more than 5 times during the last 1 hour(s) and will be ignored for the next 24 hours (until 9/24/2019 2:43:52 AM or the service box/CSE is restarted)";"";""
"9/23/2019 4:20:00 AM";"Connected Services";"Warning";"176080";"Missing scheduled prediction measurement";"The prediction measurement scheduled at 9/23/2019 4:20:00 AM is missing.";"1) The service box/CSE might have been powered off or restarting at the scheduled time.2) The service box/CSE might have suffered from communication problems.3) The communication might have been disabled.4) The server might have been unable to respond to the service box/CSE.";"1) Check service box power.2) Check service box/CSE communication.3) Check the Communication Enabled setting for the service box/CSE.4) If the problem occurs repeatedly and no explanation can be found, contact ABB Connected Services support."
"9/23/2019 1:48:52 AM";"Connected Services";"Info";"173040";"Controller connection established";"Controller connection via RobAPI established";"";""
"9/23/2019 1:48:32 AM";"Connected Services";"Error";"178416";"Error in controller script of type System";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/23/2019 12:20:08 AM";"Connected Services";"Info";"176010";"Scheduled Dynamic Info";"Service box/CSE Scheduled Dynamic Information";"";""
"9/23/2019 12:08:10 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/23/2019 12:08:08 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 10:04:22 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 10:04:20 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 8:51:54 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 8:51:52 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 8:24:04 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 8:24:02 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 7:52:09 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 7:52:06 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 7:51:39 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 7:51:37 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 7:22:10 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 7:22:08 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 6:44:33 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 6:44:29 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 6:21:24 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 6:21:22 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 4:43:53 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 4:43:48 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 4:13:10 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 4:13:04 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 3:48:33 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 3:48:31 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 3:31:10 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 3:31:08 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 3:00:45 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 3:00:43 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 12:38:53 PM";"Connected Services";"Info";"173040";"Controller connection established";"Controller connection via RobAPI established";"";""
"9/22/2019 12:38:45 PM";"Connected Services";"Error";"178416";"Error in controller script of type System";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 12:03:25 PM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 12:03:23 PM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 11:31:53 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 11:31:51 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
"9/22/2019 11:17:19 AM";"Connected Services";"Error";"178416";"Error in controller script of type Alarm";"Controller user "Default User" does not have enough grants for FTP";"";"1) Configure the grants of the user "Default User" to include at least FTP Read and FTP Write, or select another user"
"9/22/2019 11:17:17 AM";"Program";"Unknown";"40661";"Search Error";"Task: .The signal  for the SearchX instruction is already set to the specified value (high or low) at the start of searching, or the I/O-device for the signal isn't up and running for the occasion. Before performing next search, make sure that TCP is moved back to the start position of the search path.Program ref: .";"";"Recovery: ."
